route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
"5",1,468,"Fairgrounds",0,54,12
"5",1,469,"Fairgrounds",0,54,12
"5",1,470,"Fairgrounds",0,54,12
"5",1,471,"Fairgrounds",0,54,12
"1",1,472,"Mainline Eastbound to WWCC",0,102,15
"4",1,495,"Melrose / Alder",0,45,9
"5",1,496,"Fairgrounds",0,45,12
"4",1,497,"Melrose / Alder",0,45,9
"5",1,498,"Fairgrounds",0,45,12
"4",1,499,"Melrose / Alder",0,45,9
"5",1,500,"Fairgrounds",0,45,12
"4",1,501,"Melrose / Alder",0,45,9
"4",1,534,"Melrose / Alder",0,54,9
"4",1,536,"Melrose / Alder",0,54,9
"4",1,538,"Melrose / Alder",0,54,9
"4",1,540,"Melrose / Alder",0,54,9
"4",1,542,"Melrose / Alder",0,54,9
"4",1,544,"Melrose / Alder",0,54,9
"4",1,546,"Melrose / Alder",0,54,9
"4",1,548,"Melrose / Alder",0,54,9
"4",1,552,"Melrose / Alder",0,54,9
"4",1,554,"Melrose / Alder",0,54,9
"2",1,610,"C.P. Circulator",0,101,7
"3",1,611,"2nd Avenue/Wa-Hi",0,36,33
"6",1,612,"VA-Medical Loop",0,36,13
"3",1,617,"2nd Avenue/Wa-Hi",0,36,33
"6",1,618,"VA-Medical Loop",0,36,13
"3",1,619,"2nd Avenue/Wa-Hi",0,36,33
"6",1,620,"VA-Medical Loop",0,36,13
"3",1,621,"2nd Avenue/Wa-Hi",0,36,33
"6",1,622,"VA-Medical Loop",0,36,13
"3",1,623,"2nd Avenue/Wa-Hi",0,36,33
"6",1,624,"VA-Medical Loop",0,36,13
"3",1,625,"2nd Avenue/Wa-Hi",0,36,33
"6",1,626,"VA-Medical Loop",0,36,13
"3",1,669,"2nd Avenue/Wa-Hi",0,36,33
"6",1,670,"VA-Medical Loop",0,36,13
"3",1,671,"2nd Avenue/Wa-Hi",0,36,33
"6",1,672,"VA-Medical Loop",0,36,13
"3",1,673,"2nd Avenue/Wa-Hi",0,36,33
"6",1,674,"VA-Medical Loop",0,36,13
"3",1,675,"2nd Avenue/Wa-Hi",0,36,33
"6",1,676,"VA-Medical Loop",0,36,13
"3",1,677,"2nd Avenue/Wa-Hi",0,36,33
"6",1,678,"VA-Medical Loop",0,36,13
"3",1,679,"2nd Avenue/Wa-Hi",0,36,33
"9",1,702,"Pine St Loop",0,97,16
"7",1,703,"2nd Avenue/Wa-Hi",0,97,14
"9",1,704,"Pine St Loop",0,97,16
"7",1,705,"2nd Avenue/Wa-Hi",0,97,14
"9",1,706,"Pine St Loop",0,97,16
"7",1,707,"2nd Avenue/Wa-Hi",0,97,14
"9",1,708,"Pine St Loop",0,97,16
"7",1,709,"2nd Avenue/Wa-Hi",0,97,14
"9",1,710,"Pine St Loop",0,97,16
"7",1,711,"2nd Avenue/Wa-Hi",0,97,14
"9",1,712,"Pine St Loop",0,97,16
"7",1,713,"2nd Avenue/Wa-Hi",0,97,14
"9",1,714,"Pine St Loop",0,97,16
"7",1,715,"2nd Avenue/Wa-Hi",0,97,14
"9",1,716,"Pine St Loop",0,97,16
"7",1,717,"2nd Avenue/Wa-Hi",0,97,14
"9",1,718,"Pine St Loop",0,97,16
"7",1,719,"2nd Avenue/Wa-Hi",0,97,14
"9",1,720,"Pine St Loop",0,97,16
"7",1,721,"2nd Avenue/Wa-Hi",0,97,14
"9",1,722,"Pine St Loop",0,97,16
"7",1,723,"2nd Avenue/Wa-Hi",0,97,14
"9",1,724,"Pine St Loop",0,97,16
"1",1,725,"Mainline Westbound to College Place",1,102,24
"1",1,726,"Mainline Westbound to College Place",1,102,27
"1",1,727,"Mainline Westbound to College Place",1,102,8
"2",1,728,"C.P. Circulator",0,102,7
"1",1,729,"Mainline Eastbound to WWCC",0,102,10
"1",1,730,"Mainline Eastbound to WWCC",0,102,28
"1",1,731,"Mainline Eastbound to WWCC",1,102,17
"1",1,732,"Mainline Westbound to College Place",1,102,24
"1",1,733,"Mainline Westbound to College Place",1,102,27
"1",1,734,"Mainline Westbound to College Place",1,102,8
"2",1,735,"C.P. Circulator",0,102,7
"1",1,736,"Mainline Eastbound to WWCC",0,104,10
"1",1,737,"Mainline Eastbound to WWCC",0,104,28
"1",1,738,"Mainline Eastbound to WWCC",1,104,17
"1",1,739,"Mainline Westbound to College Place",1,104,24
"1",1,740,"Mainline Westbound to College Place",1,104,27
"1",1,741,"Mainline Westbound to College Place",1,104,8
"2",1,742,"C.P. Circulator",0,104,7
"1",1,743,"Mainline Eastbound to WWCC",0,104,10
"1",1,744,"Mainline Eastbound to WWCC",0,104,28
"1",1,745,"Mainline Eastbound to WWCC",1,104,17
