stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type
7e6c6254-7379-4321-a5cf-5ca504d9752a,"H2","Hudson Stop and Shop",,42.3780909107978,-71.5633376874529,0
af1d77a3-dcbb-4522-a387-0649db6bcbe2,"H3","Esplanade Housing",,42.3921403224552,-71.5605320966561,0
05b29d02-5276-4e0e-9860-67c6716ed8ed,"H4","Hudson Senior Center",,42.3932386871122,-71.5667749385104,0
74ec863d-c383-4ca9-8d36-7ec8757bce5e,"H5","Machado House",,42.394799732852,-71.5672885815673,0
abb94009-691c-4abc-818b-568d21d9e8b5,"H6","Simrah Gardens",,42.4000957548676,-71.5975546298954,0
8058e17c-12d4-48ce-91f4-579790f3f510,"H7","Highland Commons- Bed Bath Beyond",,42.3953106936998,-71.5967741070255,0
218d56ad-6607-4594-ae72-2efc975a18ef,"H8","Highland Common- Market Basket",,42.3966625271238,-71.5951151606509,0
f998cca7-c851-405b-9c8f-293a80b98a1c,"F84","Callahan Center",,42.2936013217927,-71.4277251915768,0
e7ab8f76-b772-4da5-aba1-e0de1edbeffe,"F19","Vernon St & Pleasant St",,42.30080555,-71.43608808,0
5b2c6d56-5f91-4679-8973-8c0e9a4ceaa0,"F53","Nobscot Shopping Center",,42.3286859589032,-71.4342644175449,0
61fea936-dc2c-47f8-b3b6-b54e43a3ae7e,"F25","Shoppers World Shelter",,42.2998057,-71.39492154,0
09c1db63-eae2-4a87-971a-b8802f3a10b2,"F26","Kohls",,42.302967596231,-71.3972029922726,0
8366dddb-74c8-4a47-8d68-3d582a66e8b2,"F42","Arsenal Rd",,42.295707,-71.41065,0
c2aa9c51-0cbc-4165-9ac0-afa7ae68a3e0,"N38","Mathworks Lakeside",,42.302639025607,-71.3758499250322,0
04963e90-1dbf-4d80-9625-216e6c6d84cb,"F67","BJs Wholesale Club ",,42.3069573823784,-71.399089926427,0
07fc5758-4bca-4aa1-b6ef-165f1c6e95af,"F73","Concord St/ Anzio Rd",,42.2930917020495,-71.4091803973425,0
d1a7792a-c1ba-405d-9cbb-d8aa30e7683d,"HP5","South St & Hayward St",,42.2051487687319,-71.5453065362755,0
e60c59a7-3a97-4446-8e78-33fa4d44bfdc,"HP3","Hopkinton Center",,42.22826314,-71.52213335,0
433da440-eae2-4d78-8a70-d2ba345f63d4,"A6","Ashland MBTA",,42.2613812840808,-71.4830377091788,0
38fc6d7b-e106-4645-8c8e-34934b77d10f,"A5","Cirrus Apartments",,42.2562663111845,-71.4783304320771,0
1807dc53-bccf-47c4-bcae-209fa6e111b3,"A1","Homer Ave & Main St",,42.259513,-71.463991,0
9dd5c46b-dd6b-4e16-975a-73151bdd4b70,"W1","Oak St",,42.3036113264329,-71.3319703240377,0
26168ccc-4721-487d-8aa9-218207d38028,"W2","Cedar Street",,42.3183837,-71.2484622,0
79ee0695-7590-4f5a-8e82-8c7dd36b4115,"PING1","Wellesley Office Park",,42.3270337180515,-71.2531321497638,0
03717d0b-2891-4399-ac14-bf3bb0785626,"W4","Newton-Wellesley Hospital",,42.3324356873295,-71.2464091924673,0
1cf30351-bfad-4a5e-909c-674cc729b72b,"W5","Woodland MBTA Train Station",,42.3331813414801,-71.2431033696594,0
53c36ba8-9dd0-4357-a565-56e34c08339a,"F40","Flutie Pass Park and Ride",,42.3007212460471,-71.3909051651302,0
d2170ed7-9d70-4844-ba8a-d1d32ba53f80,"N36","Math Works",,42.300620663203,-71.3502348274132,0
a6093d85-4ce7-43da-90be-d8729c4af793,"F34","High St",,42.300134,-71.435702,0
0e74d978-4834-4732-9a3a-80f36c771080,"Ne2","Riverside Station",,42.3370410404826,-71.251776293026,0
1ccca95d-cfd0-440a-afa3-2dab9a79d5a9,"F87","Newfield Drive West Central St",,42.2819913793797,-71.3895466261832,0
59d4ba0c-49f7-4571-871b-030fce84f66d,"MB5","Solomon Pond Mall",,42.35511,-71.61249,0
6a551d01-74c1-4407-98c5-239f9655f6bb,"MB18","Hannafords Plaza Marlborough",,42.3397460484353,-71.5916001255274,0
72ec0200-a39e-479c-a408-074727f48287,"MB20","Apex Entertainment",,42.3376391731286,-71.5916028077366,0
dc91dd4c-9b54-4102-8434-629d64cf3fe7,"MB14","Post Road Shopping Center",,42.3517931909438,-71.5359979293345,0
3435b8f9-427e-42e9-b06b-19ccf8461624,"MB15","Farm Road & Route 20",,42.3478624133982,-71.5082558398399,0
34efb12c-f736-4e19-94c0-13ce9effecd1,"MB21","Target Marlborough",,42.3481158821652,-71.5046254697219,0
adf92372-016e-499b-bf04-ef44eb4f6007,"MB17","Wayside Inn Store/ Hager St",,42.3516376228117,-71.4875853948346,0
3ae85083-6c34-4e18-a9be-c1fcf594b8b8,"MF15","Milford Regional Medical Center",,42.1326982756077,-71.5288431363608,0
48f1df5a-4bce-4349-8aa8-17b8fa9230ef,"MF16","Milford Shaws/Wallgreens",,42.1382209442986,-71.5346903523618,0
42ffeab5-bfa4-470c-8b2a-2f30a32af1b3,"MF18","Milford High School",,42.1508581728255,-71.5324091334587,0
272291a8-305d-4387-9629-9dec0493bdfb,"MF19","Colonial Rd Capital Rd Housing",,42.1568931434687,-71.5370667896906,0
9acd7ed0-1d9d-49de-bdbc-3b510b0ef0fb,"MF22","Birmingham Court",,42.1511988133907,-71.5186735402747,0
19679db1-82cf-4385-925e-288c62a74c08,"MF5","Milford Library","Milfrod Library",42.1440037872794,-71.5231152786681,0
07a29bf9-8218-41f0-8e54-ca1faea40e7c,"MF10","Milford Town Hall- Route 14",,42.1424574936901,-71.5179962824581,0
295c758b-c991-469d-ad65-b515337919f3,"MF23","Hannafords Plaza/ CVS",,42.1501822561134,-71.5022087992554,0
1b7f135f-2a1f-48bb-b0a3-438bab845b0b,"MF24","Milford Kohls",,42.1478581218635,-71.4893905216092,0
4d2564c0-48d6-4480-a923-b6bb28145f51,"F58","The Green at 9 and 90 Rear Parking",,42.2935919340606,-71.4708215874923,0
6423be6e-8e24-4ebf-b800-729e0510a003,"N33","Kansas St & Route 27",,42.29151,-71.3564,0
84758d2e-c559-4b2d-bfc3-f5690378e8d2,"MB1","Marlborough City Hall",,42.3468726782127,-71.5458376136921,0
a5289ef1-524c-4e79-8f96-d8efbd85d475,"MB2","Lincoln St & Pleasant St",,42.345905,-71.559561,0
72ace946-9b30-4abd-9d37-da5a64c34d65,"MB3","Route 20 & Felton St",,42.34132195,-71.57871723,0
e64afc0e-57a4-47b7-950b-e8e39e061434,"A2","Ashland High School",,42.25058,-71.472433,0
f1ea03e2-903c-4e39-802c-abc0af66f95e,"HP4","Route 85 & Route 135",,42.22846174,-71.52194023,0
fe7f0317-de34-42ef-aa03-65ea67787cae,"HP6","PriceChopper Hopkinton",,42.2096039181712,-71.5515976578949,0
6c30ab4f-a541-4070-9df2-7f5d08c48ef0,"N52","Kendall Plaza",,42.2825881709211,-71.3922248120442,0
c4589c26-6096-4cb5-a408-0b8fa7170a07,"MF7","Milford Target",,42.1604712105078,-71.4999047815743,0
0476eb4d-04d3-4043-a3bd-cd5f423fde54,"MF8","Maher Court",,42.1475630788543,-71.5117319829304,0
daa18b33-f37f-436a-a373-73772ec5d435,"MF9","East Main St Shelter at Beech St",,42.1436403479362,-71.5133493550628,0
8490a0fc-cb56-438c-8449-481de7b3b467,"MF11","Milford Senior Center",,42.1408454859761,-71.5154817113567,0
03c3e8a9-5ce1-4dbf-a010-ecef61376e74,"MF12","Milford Police and Post Office",,42.1390819334437,-71.5211747003302,0
123829dc-c43a-4e3f-a4c0-b7d7d94eacd8,"MF13","Fruit St / S. Mail St",,42.1334814806868,-71.5207710278494,0
9508a93a-f39d-4505-a99c-71325483bd9a,"MF14","EMK Community Health",,42.1274170057426,-71.5187996041059,0
968df349-bac7-4be5-b6a9-cbb9608c8729,"F08","Rt 9 East Park & Ride",,42.2964055714849,-71.4836331596156,0
260f799e-d3a4-4c16-be88-77d08d63b92e,"F06","Carlson Rd",,42.2729174657415,-71.3970112143166,0
c018dffe-9165-442c-bbdb-53851a6e6286,"MB12","Maple St / S. Mill St",,42.3319046099129,-71.5410391414785,0
a93f5582-85b6-49ac-b664-4021d75c75aa,"S6","Chinese Gospel Church",,42.294497179657,-71.5047180059384,0
513d952c-2024-4f0a-941b-42b766a117a3,"F36","Crossing Blvd",,42.294937,-71.490253,0
261724cc-fa29-489f-9a25-7fd0a3698f97,"H9","Hudson Housing Authority",,42.3843324115474,-71.5732873423867,0
b20239eb-c9eb-4c97-aa6d-6eab6bfcd80e,"MF26","Spruce St",,42.1422067071323,-71.5193333637317,0
f1b6c1cd-9dd9-4530-be98-e898db126831,"S8","Central St & Route 30",,42.3021830500474,-71.5096063321594,0
7f9c71e2-61dd-4eea-9249-9d3983a6b954,"F72","Route 9/Beacon St",,42.2982978700577,-71.4088156168947,0
2d0328c9-8b58-478a-9d7f-7b733195319e,"F70","Union Ave/ Lincoln St.",,42.2851014009178,-71.421620483495,0
7d78ff62-c518-4cd0-b7fa-58eff8fc9cb3,"W19","Weston Rd",,42.3053359869323,-71.3126624412931,0
013bcd55-6c03-4454-b925-bd117c8089ab,"HL2","Mission Springs",,42.1792252170578,-71.4440450933006,0
72f18364-2ec7-4daa-853a-bada8c77c8e0,"HL1","Holliston Public Library",,42.2007056892339,-71.4293707269055,0
1a3fea4f-96e2-4e03-863a-11ce917d252b,"N50","Mall Rd/ Flutie Pass",,42.301664042572,-71.3878233067884,0
