timetable_id,stop_id,stop_sequence,stop_name,connected_routes
5413,800755,8,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5414,815176,1,North Billerica Train Station,"3/South Lowell, 4/Highlands via Stevens"
5414,814514,2,Cross Point Tower,4/Highlands via Stevens
5414,815096,3,99 Restaurant (Industrial Ave at Lowes Way),4/Highlands via Stevens
5414,814734,4,School St & Westford St,4/Highlands via Stevens
5414,814768,5,Boys & Girls Club,"17/North Chelmsford via Middlesex Street, 19/Pheasant Lane Mall via Middlesex Street, 4/Highlands via Stevens"
5414,800755,6,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5415,815054,1,Walmart at Drum Hill Plaza,"16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 5/Westford Street/Drum Hill"
5415,814855,2,Westford St & Steadman St,5/Westford Street/Drum Hill
5415,815379,3,Westford St & Stevens St,5/Westford Street/Drum Hill
5415,815248,4,Westford St & Pine St,5/Westford Street/Drum Hill
5415,802637,5,Chelmsford St & Westford St,5/Westford Street/Drum Hill
5415,800755,6,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5416,815229,1,UMASS South Campus Parking Lot,"6/Broadway/UMass Lowell, 9/Lowell Circulator"
5416,2745399,2,Mt Vernon St & Broadway St,6/Broadway/UMass Lowell
5416,814569,3,Market Basket Senior Center,"6/Broadway/UMass Lowell, 9/Lowell Circulator"
5416,815158,4,Merrimack St & Dutton St,"20/Downtown/UMass North, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North"
5416,800755,5,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5417,815079,1,Greater Lowell Technical School,7/Pawtucketville/UMass Lowell North
5417,815255,2,Westminster Village Apts,7/Pawtucketville/UMass Lowell North
5417,2583090,3,D'Youville Manor,7/Pawtucketville/UMass Lowell North
5417,2729434,4,Market Basket Old Ferry Road,7/Pawtucketville/UMass Lowell North
5417,815137,5,Lowell General Hospital,7/Pawtucketville/UMass Lowell North
5417,815267,6,Woodward Ave & Mammoth Rd,7/Pawtucketville/UMass Lowell North
5417,815230,7,UMASS at Alumni Memorial Library (University Ave),7/Pawtucketville/UMass Lowell North
5417,814664,8,Merrimack St & Cardinal O Connell Pkwy,"20/Downtown/UMass North, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 9/Lowell Circulator"
5417,800755,9,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5418,815084,1,Hildreth St & Henry Ave,"1/Christian Hill, 8/Centralville"
5418,815085,2,Hildreth St & Ludlam St,"1/Christian Hill, 8/Centralville"
5418,815240,3,Lowell Provision Aiken Ave,8/Centralville
5418,815011,4,Bridge St & W 6th St,"10/Dracut/Tyngsboro, 8/Centralville"
5418,815098,5,Merrimack St & John St,"10/Dracut/Tyngsboro, 18/Downtown Shuttle, 1/Christian Hill, 8/Centralville, 9/Lowell Circulator"
5418,800755,6,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5419,800755,1,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5419,814978,2,Salvation Army (Appleton St & South St),"11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 2/Belvidere, 9/Lowell Circulator"
5419,815098,3,Merrimack St & John St,"10/Dracut/Tyngsboro, 18/Downtown Shuttle, 1/Christian Hill, 8/Centralville, 9/Lowell Circulator"
5419,800815,4,Tsongas Arena (French St),9/Lowell Circulator
5419,815069,5,Fox Hall UMass Lowell,9/Lowell Circulator
5419,815229,6,UMASS South Campus Parking Lot,"6/Broadway/UMass Lowell, 9/Lowell Circulator"
5420,814984,1,"Ayotte's Market Hudson, NH",10/Dracut/Tyngsboro
5420,815108,2,Four Corners (Lakeview Ave & Coburn Rd),10/Dracut/Tyngsboro
5420,814541,3,Lakeview Ave & Pinehurst Ave,10/Dracut/Tyngsboro
5420,804915,4,Lakeview Ave and Mammoth Road,10/Dracut/Tyngsboro
5420,814981,5,Dracut High School,10/Dracut/Tyngsboro
5420,814919,6,Hannaford,10/Dracut/Tyngsboro
5420,815206,7,Dracut Village Square at Scola's,"10/Dracut/Tyngsboro, 1/Christian Hill"
5420,815151,8,Market Basket at Sunrise Plaza,"10/Dracut/Tyngsboro, 1/Christian Hill"
5420,800755,9,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5421,814982,1,IRS Facility,11/IRS/Raytheon via Rte. 133
5421,814983,2,Raytheon Facility Andover,11/IRS/Raytheon via Rte. 133
5421,800710,3,Ames Pond Corp Park,11/IRS/Raytheon via Rte. 133
5421,814665,4,"495 Business Ctr, Gentronics",11/IRS/Raytheon via Rte. 133
5421,814858,5,Andover Street & River Road,11/IRS/Raytheon via Rte. 133
5421,814442,6,Andover St & High St,"11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station"
5421,800755,7,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5422,815258,1,Wilmington Train Station,12/Tewksbury via Rte. 38/Wilmington Train Station
5422,814500,2,Market Basket Plaza,12/Tewksbury via Rte. 38/Wilmington Train Station
5422,815177,3,On Property Southgate Rd,12/Tewksbury via Rte. 38/Wilmington Train Station
5422,814872,4,Tewksbury Town Hall,12/Tewksbury via Rte. 38/Wilmington Train Station
5422,815203,5,Walmart,12/Tewksbury via Rte. 38/Wilmington Train Station
5422,815211,6,Stadium Plaza,"12/Tewksbury via Rte. 38/Wilmington Train Station, 2/Belvidere"
5422,2729436,7,Shedd Park,"12/Tewksbury via Rte. 38/Wilmington Train Station, 2/Belvidere"
5422,800713,8,Andover St & Nesmith St,12/Tewksbury via Rte. 38/Wilmington Train Station
5422,800755,9,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5423,814626,1,Chestnut Street Burlington,13/Billerica via Edson
5423,815225,2,Towne Plaza at CVS,13/Billerica via Edson
5423,815099,3,Billerica Mall,13/Billerica via Edson
5423,814651,4,Billerica Town Hall,"13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic"
5423,814421,5,Pollard St and High St,13/Billerica via Edson
5423,815175,6,North Billerica Train Station,13/Billerica via Edson
5423,814403,7,Gorham St & Carlisle St,13/Billerica via Edson
5423,800755,8,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5424,815103,1,Lahey Clinic,14/Burlington Mall/Lahey Clinic
5424,4147996,2,53 Third Ave,14/Burlington Mall/Lahey Clinic
5424,815160,3,Middlesex Turnpike Ext & A St,14/Burlington Mall/Lahey Clinic
5424,4147997,4,Outside Mitre Facility,14/Burlington Mall/Lahey Clinic
5424,803702,5,Bedford Springs Apartments,14/Burlington Mall/Lahey Clinic
5424,814712,6,Nuttings Lake - Middlesex Tpk & Water St,14/Burlington Mall/Lahey Clinic
5424,814594,7,Billerica Center,14/Burlington Mall/Lahey Clinic
5424,814520,8,Treble Cove Plaza,14/Burlington Mall/Lahey Clinic
5424,814849,9,UPS (90 Brick Kiln Rd),"14/Burlington Mall/Lahey Clinic, 15/Chelmsford/Westford via Rte. 129/110"
5424,815153,10,Meadow Brook Plaza (Plain St),"14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 16/Chelmsford via Chelmsford Street"
5424,800755,11,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5425,814724,1,IBM (55 King St),"15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110"
5425,800793,2,224 Littleton Road,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110"
5425,814958,3,Western Regency Hotel,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110"
5425,800829,4,Westford Valley Market Place,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110"
5425,800746,5,Hampton Inn Technology Drive,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110"
5425,814374,6,Nashoba Tech,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110"
5425,814583,7,Kidder Rd & Littleton Rd,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110"
5425,814897,8,Littleton Rd & Hunt Rd,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110"
5425,2729437,9,Chelmsford Center,15/Chelmsford/Westford via Rte. 129/110
5425,814539,10,Harvard Pilgrim Vanguard,15/Chelmsford/Westford via Rte. 129/110
5425,814446,11,Alpha Rd & Stuart Rd,15/Chelmsford/Westford via Rte. 129/110
5425,814849,12,UPS (90 Brick Kiln Rd),"14/Burlington Mall/Lahey Clinic, 15/Chelmsford/Westford via Rte. 129/110"
5425,800833,13,Gorham St and Carlisle St,15/Chelmsford/Westford via Rte. 129/110
5425,800755,14,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5426,815054,1,Walmart at Drum Hill Plaza,"16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 5/Westford Street/Drum Hill"
5426,814371,2,Chelmsford Arms,16/Chelmsford via Chelmsford Street
5426,800734,3,Dalton Rd & Steadman St,16/Chelmsford via Chelmsford Street
5426,814671,4,Village Square,16/Chelmsford via Chelmsford Street
5426,814373,5,Marshall's Plaza,16/Chelmsford via Chelmsford Street
5426,2734160,6,Radisson Hotel,16/Chelmsford via Chelmsford Street
5426,815102,7,Kohls Plaza,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 16/Chelmsford via Chelmsford Street"
5426,814851,8,Cross Point Tower,"15-16/Chelmsford Center/Westford via Rtes. 129/110, 16/Chelmsford via Chelmsford Street"
5426,815153,9,Meadow Brook Plaza (Plain St),"14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 16/Chelmsford via Chelmsford Street"
5426,814767,10,Walgreen's Pharmacy Plain St,"14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 16/Chelmsford via Chelmsford Street"
5426,800755,11,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5427,814515,1,Triangle Store (2 Main St),17/North Chelmsford via Middlesex Street
5427,814815,2,Chelmsford Senior Center,17/North Chelmsford via Middlesex Street
5427,814659,3,Mission Rd & Rte. 3A,17/North Chelmsford via Middlesex Street
5427,814530,4,Vinal Square,"17/North Chelmsford via Middlesex Street, 19/Pheasant Lane Mall via Middlesex Street"
5427,814492,5,Princeton St & Brouilette St,17/North Chelmsford via Middlesex Street
5427,805144,6,LGH & Technology Drive,17/North Chelmsford via Middlesex Street
5427,815054,7,Walmart at Drum Hill Plaza,"16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 5/Westford Street/Drum Hill"
5427,814787,8,Princeton Blvd Middlesex Plaza,17/North Chelmsford via Middlesex Street
5427,815167,9,Middlesex St Middlesex Plaza,"17/North Chelmsford via Middlesex Street, 19/Pheasant Lane Mall via Middlesex Street"
5427,814550,10,Ideal Tape & Middlesex St,17/North Chelmsford via Middlesex Street
5427,814768,11,Boys & Girls Club,"17/North Chelmsford via Middlesex Street, 19/Pheasant Lane Mall via Middlesex Street, 4/Highlands via Stevens"
5427,800755,12,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5428,815098,1,Merrimack St & John St,"10/Dracut/Tyngsboro, 18/Downtown Shuttle, 1/Christian Hill, 8/Centralville, 9/Lowell Circulator"
5428,815152,2,Leo Roy Parking Garage (Market St),"18/Downtown Shuttle, 6/Broadway/UMass Lowell, 9/Lowell Circulator"
5428,814535,3,Central St & Jackson St,"18/Downtown Shuttle, 6/Broadway/UMass Lowell, 9/Lowell Circulator"
5428,814418,4,Middlesex & Elliot St,"11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 18/Downtown Shuttle, 2/Belvidere, 9/Lowell Circulator"
5428,800755,5,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5429,800755,1,Kennedy Center,"10/Dracut/Tyngsboro, 11/IRS/Raytheon via Rte. 133, 12/Tewksbury via Rte. 38/Wilmington Train Station, 13/Billerica via Edson, 14/Burlington Mall/Lahey Clinic, 15-16/Chelmsford Center/Westford via Rtes. 129/110, 15/Chelmsford/Westford via Rte. 129/110, 16/Chelmsford via Chelmsford Street, 17/North Chelmsford via Middlesex Street, 18/Downtown Shuttle, 19/Pheasant Lane Mall via Middlesex Street, 1/Christian Hill, 2/Belvidere, 3/South Lowell, 4/Highlands via Stevens, 5/Westford Street/Drum Hill, 6/Broadway/UMass Lowell, 7/Pawtucketville/UMass Lowell North, 8/Centralville, 9/Lowell Circulator, /DEPRECATED - Vaccination Shuttle"
5429,815072,2,French St & John St,"10/Dracut/Tyngsboro, 1/Christian Hill, 8/Centralville"
5429,814988,3,Beacon St & Methuen St,1/Christian Hill
5429,815151,4,Market Basket at Sunrise Plaza,"10/Dracut/Tyngsboro, 1/Christian Hill"
5429,815206,5,Dracut Village Square at Scola's,"10/Dracut/Tyngsboro, 1/Christian Hill"
