route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
"4",2,206,"Brown Line",1,401,20
"4",2,207,"Brown Line",1,401,20
"4",2,208,"Brown Line",1,401,20
"4",2,209,"Brown Line",1,401,20
"4",2,210,"Brown Line",1,401,20
"4",2,211,"Brown Line",1,401,20
"4",2,212,"Brown Line",1,401,20
"4",2,213,"Brown Line",1,401,20
"4",2,214,"Brown Line",1,401,20
"4",2,215,"Brown Line",1,401,20
"4",2,216,"Brown Line",1,401,20
"4",2,217,"Brown Line",1,401,20
"4",2,218,"Brown Line",1,401,20
"4",2,219,"Brown Line",1,401,20
"4",2,220,"Brown Line",1,401,20
"4",2,221,"Brown Line",1,401,20
"4",2,222,"Brown Line",1,401,20
"4",2,223,"Brown Line",1,401,20
"4",2,224,"Brown Line",1,401,20
"4",2,225,"Brown Line",1,401,20
"4",2,226,"Brown Line",1,401,20
"4",2,227,"Brown Line",1,401,20
"4",2,228,"Brown Line",1,401,20
"4",2,229,"Brown Line",1,401,20
"4",2,230,"Brown Line",1,401,20
"4",2,231,"Brown Line",1,401,20
"5",2,232,"Pink Line",1,501,60
"5",2,233,"Pink Line",1,501,60
"5",2,234,"Pink Line",1,501,60
"5",2,235,"Pink Line",1,501,60
"5",2,236,"Pink Line",1,501,60
"5",2,237,"Pink Line",1,501,60
"5",2,238,"Pink Line",1,501,60
"5",2,239,"Pink Line",1,501,60
"5",2,240,"Pink Line",1,501,60
"5",2,241,"Pink Line",1,501,60
"5",2,242,"Pink Line",1,501,60
"5",2,243,"Pink Line",1,501,60
"5",2,244,"Pink Line",1,501,60
"5",2,245,"Pink Line",1,501,60
"5",2,246,"Pink Line",1,501,60
"5",2,247,"Pink Line",1,501,60
"5",2,248,"Pink Line",1,501,60
"5",2,249,"Pink Line",1,501,60
"5",2,250,"Pink Line",1,501,60
"5",2,251,"Pink Line",1,501,60
"5",2,252,"Pink Line",1,501,60
"5",2,253,"Pink Line",1,501,60
"5",2,254,"Pink Line",1,501,60
"5",2,255,"Pink Line",1,501,60
"5",2,256,"Pink Line",1,501,60
"5",2,257,"Pink Line",1,501,60
"5",2,258,"Pink Line",1,501,60
"14",2,259,"Laton",0,1314,16
"14",2,260,"Laton",0,1413,16
"17",1,262,"Fresno",0,1701,34
"17",1,263,"Fresno",0,1702,70
"6",2,588,"Blue Line",0,601,7
"6",2,589,"Blue Line",0,601,7
"6",2,590,"Blue Line",0,601,7
"6",2,591,"Blue Line",0,601,7
"6",2,592,"Blue Line",0,601,7
"6",2,593,"Blue Line",0,601,7
"6",2,594,"Blue Line",0,601,7
"6",2,595,"Blue Line",0,601,7
"6",2,596,"Blue Line",0,601,7
"6",2,597,"Blue Line",0,601,7
"6",2,598,"Blue Line",0,601,7
"6",2,599,"Blue Line",0,601,7
"6",2,600,"Blue Line",0,601,7
"6",2,601,"Blue Line",0,601,7
"6",2,602,"Blue Line",0,601,7
"6",2,603,"Blue Line",0,601,7
"6",2,604,"Blue Line",0,601,7
"6",2,605,"Blue Line",0,601,7
"6",2,606,"Blue Line",0,601,7
"6",2,607,"Blue Line",0,601,7
"6",2,608,"Blue Line",0,601,7
"6",2,609,"Blue Line",0,601,7
"6",2,610,"Blue Line",0,601,7
"6",2,611,"Blue Line",0,601,7
"7",2,612,"Red Line",0,701,26
"7",2,613,"Red Line",0,701,26
"7",2,614,"Red Line",0,701,26
"7",2,615,"Red Line",0,701,26
"7",2,616,"Red Line",0,701,26
"7",2,617,"Red Line",0,701,26
"7",2,618,"Red Line",0,701,26
"7",2,619,"Red Line",0,701,26
"7",2,620,"Red Line",0,701,26
"7",2,621,"Red Line",0,701,26
"6",3,622,"Blue Line",0,601,7
"6",3,623,"Blue Line",0,601,7
"6",3,624,"Blue Line",0,601,7
"6",3,625,"Blue Line",0,601,7
"6",3,626,"Blue Line",0,601,7
"6",3,627,"Blue Line",0,601,7
"6",3,628,"Blue Line",0,601,7
"6",3,629,"Blue Line",0,601,7
"6",3,630,"Blue Line",0,601,7
"6",3,631,"Blue Line",0,601,7
"6",3,632,"Blue Line",0,601,7
"6",3,633,"Blue Line",0,601,7
"6",3,634,"Blue Line",0,601,7
"7",2,878,"Red Line",0,701,26
"7",2,879,"Red Line",0,701,26
"7",2,880,"Red Line",0,701,26
"7",2,881,"Red Line",0,701,26
"7",2,882,"Red Line",0,701,26
"7",2,883,"Red Line",0,701,26
"7",2,884,"Red Line",0,701,26
"7",2,885,"Red Line",0,701,26
"7",2,886,"Red Line",0,701,26
"7",2,887,"Red Line",0,701,26
"7",2,888,"Red Line",0,701,26
"7",2,889,"Red Line",0,701,26
"7",2,890,"Red Line",0,701,26
"7",2,891,"Red Line",0,701,26
"7",2,892,"Red Line",0,701,26
"7",2,893,"Red Line",0,701,26
"9",2,920,"Yellow Line",1,901,43
"9",2,921,"Yellow Line",1,901,43
"9",2,922,"Yellow Line",1,901,43
"9",2,923,"Yellow Line",1,901,43
"9",2,924,"Yellow Line",1,901,43
"9",2,925,"Yellow Line",1,901,43
"9",2,926,"Yellow Line",1,901,43
"9",2,927,"Yellow Line",1,901,43
"9",2,928,"Yellow Line",1,901,43
"9",2,929,"Yellow Line",1,901,43
"9",2,930,"Yellow Line",1,901,43
"9",2,931,"Yellow Line",1,901,43
"9",2,932,"Yellow Line",1,901,43
"9",2,933,"Yellow Line",1,901,43
"9",2,934,"Yellow Line",1,901,43
"9",2,935,"Yellow Line",1,901,43
"9",2,936,"Yellow Line",1,901,43
"9",2,937,"Yellow Line",1,901,43
"9",2,938,"Yellow Line",1,901,43
"9",2,939,"Yellow Line",1,901,43
"9",2,940,"Yellow Line",1,901,43
"9",2,941,"Yellow Line",1,901,43
"9",2,942,"Yellow Line",1,901,43
"9",2,943,"Yellow Line",1,901,43
"9",2,944,"Yellow Line",1,901,43
"9",2,945,"Yellow Line",1,901,43
"9",2,946,"Yellow Line",1,901,43
"12",2,947,"Avenal",0,1201,3
"12",2,948,"Avenal via Avenal",0,1202,12
"12",2,949,"Avenal via Avenal",0,1203,11
"12",2,950,"Avenal via Avenal",0,1204,27
"13",2,951,"Corcoran",0,1314,18
"13",2,954,"Corcoran",0,1413,17
"13",2,955,"Corcoran",0,1302,24
"20",2,956,"Lemoore",0,2001,71
"20",2,957,"Lemoore",0,2001,71
"20",2,958,"Lemoore",0,2001,71
"20",2,959,"Lemoore",0,2001,71
"20",2,960,"Lemoore",0,2001,71
"20",2,961,"Lemoore",0,2001,71
"20",2,962,"Lemoore",0,2001,71
"20",2,963,"Lemoore",0,2001,71
"20",2,964,"Lemoore",0,2001,71
"20",2,965,"Lemoore",0,2002,71
"20",2,966,"Lemoore",0,2002,71
"20",2,967,"Lemoore",0,2002,71
"20",2,968,"Lemoore",0,2002,71
"20",2,969,"Lemoore",0,2002,71
"20",2,970,"Lemoore",0,2002,71
"20",2,971,"Lemoore",0,2002,71
"20",2,972,"Lemoore",0,2002,71
"20",2,973,"Lemoore",0,2003,71
"20",2,974,"Lemoore",0,2003,71
"20",2,975,"Lemoore",0,2003,71
"20",2,976,"Lemoore",0,2003,71
"20",2,977,"Lemoore",0,2003,71
"20",2,978,"Lemoore",0,2003,71
"20",2,979,"Lemoore",0,2003,71
"20",2,980,"Lemoore",0,2003,71
"15",2,981,"Visalia & Visalia",0,1501,35
"15",2,982,"Visalia & Visalia",0,1502,35
"15",2,983,"Visalia & Visalia",0,1503,35
